SiteID,Company,Customer,Name,SiteCode,State,Location,Contact_Person,Contact_Number,Address,Maker,Checker,Status,Response,Message
"0","Jubilant FoodWorks Limited","Domino''s Pizza India","66682_DHALPUR KULLU HIMACHAL PRADESH","66682_DHALPUR KULLU HIMACHAL PRADESH","Himanchal Pradesh","Kullu","","","Third Floor  Food Court  Shobla Complex bearing house no. 217 village Dhalpur kothi  Kullu Himachal Pradesh","","","1","Success",""
"0","Jubilant FoodWorks Limited","Domino''s Pizza India","65940_TIDAL PARK '- CHENNAI","65940_TIDAL PARK '- CHENNAI","Tamilnadu","Chennai","","","COUNTER NO. 2 FOOD COURT GROUND FLOORNO.4 CANAL BANK ROADTIDEL PARK","","","1","Success",""
"0","Jubilant FoodWorks Limited","Domino''s Pizza India","66746_CITY CENTRE BOKARO JHARKHAND","66746_CITY CENTRE BOKARO JHARKHAND","Jharkhand","Bokaro","","","Upper Ground floor Plot No. B'-15 City Centre Sec'-4 Bokaro Steel City Jharkhand","","","1","Success",""
"0","Jubilant FoodWorks Limited","Domino''s Pizza India","66916_LALBAGH DARBHANGA BIHAR","66916_LALBAGH DARBHANGA BIHAR","Bihar","Darbhanga","","","Darbhanga'- Lal Bagh Thana","","","1","Success",""
"0","Jubilant FoodWorks Limited","Domino''s Pizza India","65781_GURGAON","65781_GURGAON","Haryana","Gurgaon","","","VIVEK PLAZA '- SCF 94SEC'-14GURGAON","","","1","Success",""
"0","Jubilant FoodWorks Limited","Domino''s Pizza India","65995_OUTSIDE CITY SQUARE MALL JAMMU","65995_OUTSIDE CITY SQUARE MALL JAMMU","Jammu","Jammu","","","Outside City Square Mall Gulab Singh Road Dogra Chowk Opposite Exhibition Ground Jammu","","","1","Success",""
"0","Jubilant FoodWorks Limited","Domino''s Pizza India","66697_DMRC KAROL BAGH METRO STATION DELHI","66697_DMRC KAROL BAGH METRO STATION DELHI","Delhi","Delhi","","","Shop No. U 22 AGN Karol Bagh Metro Station Delhi","","","1","Success",""
"0","Jubilant FoodWorks Limited","Domino''s Pizza India","66286_DLF SAROJINI NAGAR NEW DELHI","66286_DLF SAROJINI NAGAR NEW DELHI","Delhi","Delhi","","","First Floor Shop No. 102AMultilevel Parking Cum Commercial Complex (MLCP)DLF South Square Sarojini NagarNew Delhi","","","1","Success",""
"0","Jubilant FoodWorks Limited","Domino''s Pizza India","65967_PORVORIM '- GOA","65967_PORVORIM '- GOA","Goa","Goa","","","H/NO 406/187PLOT NO 220NH'-17 RD","","","1","Success",""
"0","Jubilant FoodWorks Limited","Domino''s Pizza India","66619_PALLIKARNAI CHENNAI TAMIL NADU","66619_PALLIKARNAI CHENNAI TAMIL NADU","Tamilnadu","Chennai","","","First and Second Floor No. 17  Narayana PuramVelecherry Main Road Pallikaranai  Chennai Tamilnadu","","","1","Success",""
"0","Jubilant FoodWorks Limited","Domino''s Pizza India","66692_SPS MALL REWA (M.P.)","66692_SPS MALL REWA (M.P.)","Madhya Pradesh","Rewa","","","Ground Floor SPS Mall Ward No � 12 NH'-7 Main Road Urahat  Rewa Madhya Pradesh","","","1","Success",""
"0","Jubilant FoodWorks Limited","Domino''s Pizza India","66393_AGRA SIKANDRA (U.P.)","66393_AGRA SIKANDRA (U.P.)","Uttar Pradesh","Agra","","","Ground Floor Plot No. C'-1/16 Sector'-13 Pandit Deendayal Upadeyepuram Karkunj Road Sikandra Agra U.P.","","","1","Success",""
"0","Jubilant FoodWorks Limited","Domino''s Pizza India","66318_OZONE GALLERIA DHANBAD","66318_OZONE GALLERIA DHANBAD","Jharkhand","Dhanbad","","","Shop no. 403 Fourth Floor Ozone GalleriaDhanbad � Govindpur Main Road Saraidhela Dhanbad �  Jharkhand","","","1","Success",""
"0","Dunkin'' Donuts India","Domino''s Pizza India","71063_Pancham Highstreet Vadodara","71063_Pancham Highstreet Vadodara","Gujrat","Vadodra","","","Shop No. 3 & 4 Ground Floor Pancham Highstreet Beside GAIL India Old Padra Road Vadodara Gujarat","","","1","Success",""
"0","Jubilant FoodWorks Limited","Domino''s Pizza India","66951_ SCF NO. 7 & 8 KABIR PARK AMRITSAR PUNJAB","66951_ SCF NO. 7 & 8 KABIR PARK AMRITSAR PUNJAB","Punjab","Amritsar","","","Ground Floor SCF No. 7 & 8","","","1","Success",""
"0","Jubilant FoodWorks Limited","Domino''s Pizza India","66573_KELAMBAKKAM PADURVILLAGE CHENNAI","66573_KELAMBAKKAM PADURVILLAGE CHENNAI","Tamilnadu","Chennai","","","First Floor No. 43 Opposite Chettinad Health City Old Mahabalipuram Road  Padur Village Kelambakkam Chennai Tamil Nadu","","","1","Success",""
"0","Dunkin'' Donuts India","Domino''s Pizza India","Dunkin Regional Office South","Dunkin Regional Office South","Karnataka","Bangalore","","","JUBILANT FOODWORKS LTD. # 1573 1st FloorSector 1 Agara HSR LayoutBangalore","","","1","Success",""
"0","Jubilant FoodWorks Limited","Domino''s Pizza India","66904_R.K.B PATH DIBRUGARH ASSAM","66904_R.K.B PATH DIBRUGARH ASSAM","Assam","DIBRUGARH","","","First Floor City Regency Building","","","1","Success",""
"0","Dunkin'' Donuts India","Domino''s Pizza India","71048_GOMTI NAGAR LUCKNOW","71048_GOMTI NAGAR LUCKNOW","Uttar Pradesh","Lucknow","","","Ground Floor Plot No. 4/1 Vivek Khand Captain Manoj Pandey Chowk Gomti Nagar Lucknow Uttar Pradesh","","","1","Success",""
"0","Jubilant FoodWorks Limited","Domino''s Pizza India","66001_AMRITSAR'-2","66001_AMRITSAR'-2","Punjab","Amritsar","","","66001_AMRITSAR'-2","","","1","Success",""
"0","Jubilant FoodWorks Limited","Domino''s Pizza India","66756_MEENAKSHI GARDEN NEAR TILAK NAGAR NEW DELHI","66756_MEENAKSHI GARDEN NEAR TILAK NAGAR NEW DELHI","Delhi","Delhi","","","Ground Floor & First Floor Shop No. WZ'-40/S'-1 Meenakshi Garden Near Tilak Nagar New Delhi","","","1","Success",""
"0","Jubilant FoodWorks Limited","Domino''s Pizza India","66486_SHOPPRIX MALL MEERUT UTTAR PRADESH","66486_SHOPPRIX MALL MEERUT UTTAR PRADESH","Uttar Pradesh","Meerut","","","Shop No. 7A Upper Ground Floor Shopprix Mall Major Dhyan Chand Nagar Near Sanjay Van Sports Goods Complex Hapur Bypass Delhi Road Meerut Uttar Pradesh","","","1","Success",""
"0","Jubilant FoodWorks Limited","Domino''s Pizza India","66720_HARMONY PLAZA BOISAR","66720_HARMONY PLAZA BOISAR","Maharashtra","Palghar","","","Harmony plaza Shop No 2.3.48910 & part shop no 1 Wing No 1 Tarapur Road Village Boisar Palghar Maharashtra","","","1","Success",""
"0","Jubilant FoodWorks Limited","Domino''s Pizza India","66757_Jai Plaza Nashik Maharashtra","66757_Jai Plaza Nashik Maharashtra","Maharashtra","Nasik","","","""Shop Nos. 11'- 13 on the Upper Ground Floor & Shop Nos. 10'-14  on the Lower Ground Floor S. No. 927 part """"Jai Plaza"""" Margashirsh Sector Mumbai Agra Road New CIDCO Nashik Maharashtra""","","","1","Success",""
"0","Jubilant FoodWorks Limited","Domino''s Pizza India","65951_ECO SPACE '- BANGALORE","65951_ECO SPACE '- BANGALORE","Karnataka","Bangalore","","","NO.102IST FLOORTHE BAYRMZ ECOSPACEBELANDUR VILLAGE","","","1","Success",""
"0","Jubilant FoodWorks Limited","Domino''s Pizza India","66464_BARA BAZAR CHANDAN NAGAR HOOGLY","66464_BARA BAZAR CHANDAN NAGAR HOOGLY","West Bengal","Hooghly","","","Ground and First Floor Holding Number 221 G.T.Road Parashmoni House Barabazar Chandan Nagar Hoogly","","","1","Success",""
"0","Jubilant FoodWorks Limited","Domino''s Pizza India","67048_KUNIYAMUTHUR COIMBATORE TAMIL NADU","67048_KUNIYAMUTHUR COIMBATORE TAMIL NADU","Tamilnadu","Coimbatore","","","Ground Floor and First Floor No. 8/450 A KVA complex","","","1","Success",""
"0","Jubilant FoodWorks Limited","Domino''s Pizza India","66006_GACHI BOWLI","66006_GACHI BOWLI","Telangana","Hyderabad","","","Ground Flour Gachi Bowli  Seri Lingampallimandal  Ranga Reddy Distict","","","1","Success",""
"0","Jubilant FoodWorks Limited","Domino''s Pizza India","66220_KATRAJ PUNE","66220_KATRAJ PUNE","Maharashtra","Pune","","","Part Ground floor Kolhi Camber [ beside 100 Biryani restaurant ] Survey no. 7/2/1A/2 Pune'-Satara","","","1","Success",""
"0","Jubilant FoodWorks Limited","Domino''s Pizza India","65789_KASTHURIBAI NAGAR ADYAR  CHENNAI","65789_KASTHURIBAI NAGAR ADYAR  CHENNAI","Tamilnadu","Chennai","","","Ground & First Floor New No.41 Old No.18A","","","1","Success",""
"0","Dunkin'' Donuts India","Domino''s Pizza India","71014_UNITECH IT&ITES SEZ DUNDAHERA GURGAON (HARYANA)","71014_UNITECH IT&ITES SEZ DUNDAHERA GURGAON (HARYANA)","Haryana","Gurgaon","","","Unit No'-02 Ground Floor Amenity Block Unitech Info space Sector 21 Gurgoan","","","1","Success",""
"0","Jubilant FoodWorks Limited","Domino''s Pizza India","66264_BADA BAZAR FARM ROAD SAMBALPUR","66264_BADA BAZAR FARM ROAD SAMBALPUR","Orissa","Sambalpur","","","K.K Homes Quality MansionNayapara Sambalpur Orissa","","","1","Success",""
"0","Jubilant FoodWorks Limited","Domino''s Pizza India","66574_CIVIL LINES JHANSI UTTAR PRADESH","66574_CIVIL LINES JHANSI UTTAR PRADESH","Uttar Pradesh","Jhansi","","","Ground Floor 1089/1 Near Income Tax Office Civil Lines Jhansi Uttar Pradesh","","","1","Success",""
"0","Jubilant FoodWorks Limited","Domino''s Pizza India","67079_GT WORLD MALL BANGALORE KARNATAKA","67079_GT WORLD MALL BANGALORE KARNATAKA","Karnataka","Bangalore","","","GT World Mall Unit No. 3 Food Court 3rd Floor","","","1","Success",""
"0","Jubilant FoodWorks Limited","Domino''s Pizza India","66243_PARK PLAZA INDIRAPURAM GHAZIABAD","66243_PARK PLAZA INDIRAPURAM GHAZIABAD","Uttar Pradesh","Ghaziabad","","","Shop No'- 34567 and 8 Ground Floor Park Plaza Plot No'-D Shakti Khand'-II Indirapuram","","","1","Success",""
"0","Jubilant FoodWorks Limited","Domino''s Pizza India","66345_SECTOR'-16 FARIDABAD HARYANA","66345_SECTOR'-16 FARIDABAD HARYANA","Haryana","Faridabad","","","Ground Floor SCO'-24 Sector'-16 Urban Estate Faridabad Haryana","","","1","Success",""
"0","Jubilant FoodWorks Limited","Domino''s Pizza India","66256_RK PLAZA MORADABAD UP","66256_RK PLAZA MORADABAD UP","Uttar Pradesh","MORADABAD","","","Shop No J & K Ground FloorRK Plaza Ashiyana Phase'-IHarthala Kant Road Moradabad (U.P.)","","","1","Success",""
"0","Dunkin'' Donuts India","Domino''s Pizza India","71042_INORBIT�MALAD MUMBAI","71042_INORBIT�MALAD MUMBAI","Maharashtra","Mumbai","","","Unit No. G53 G54 Ground Floor Inorbit Mall Link Road Malad (West) Mumbai Maharashtra","","","1","Success",""
"0","Jubilant FoodWorks Limited","Domino''s Pizza India","66066_YELAHANKA HOBLI","66066_YELAHANKA HOBLI","Karnataka","Bangalore","","","Ground Floor Plot No. 19 Khata No. 228/363/20 Survey No. 40/2 Byatarayanapura Village Yelahanka Hobli Bangalore North Taluk Bangalore","","","1","Success",""
"0","Jubilant FoodWorks Limited","Domino''s Pizza India","66991_MGB FALICITY MALL NELLORE ANDHRA PRADESH","66991_MGB FALICITY MALL NELLORE ANDHRA PRADESH","Andhra Pradesh","Nellore","","","Felicity Mall 3rd Floor Food Court No. 2","","","1","Success",""
"0","Jubilant FoodWorks Limited","Domino''s Pizza India","65986_DUGRI '- LUDHIANA","65986_DUGRI '- LUDHIANA","Punjab","Ludhiana","","","SCF'-24 GF URBAN ESTATE PHASE'-1","","","1","Success",""
"0","Jubilant FoodWorks Limited","Domino''s Pizza India","65840_ASHOK NAGAR","65840_ASHOK NAGAR","Tamilnadu","Chennai","","","CEEBROS  NO. 2010TH AVENUEASHOK NAGAR","","","1","Success",""
"0","Jubilant FoodWorks Limited","Domino''s Pizza India","66562_Alankar Plaza Vidyadhar Nagar Jaipur Rajasthan","66562_Alankar Plaza Vidyadhar Nagar Jaipur Rajasthan","Rajasthan","Jaipur","","","Shop No. G'-1112131487888990  Ground Floor Alankar Plaza A'-10 Central Spine Vidhyadhar Nagar Jaipur Rajasthan","","","1","Success",""
"0","Jubilant FoodWorks Limited","Domino''s Pizza India","66548_RAMAMURTHY NAGAR NELLORE  ANDHRA PRADESH","66548_RAMAMURTHY NAGAR NELLORE  ANDHRA PRADESH","Andhra Pradesh","Nellore","","","Ground Floor Old No. 479 New No. 617 Mini By'-pass Road Ramamurthy Nagar Nellore AndhraPradesh","","","1","Success",""
"0","Jubilant FoodWorks Limited","Domino''s Pizza India","66923_Raj Mall Chittorgarh Rajasthan","66923_Raj Mall Chittorgarh Rajasthan","Rajasthan","Chittorgarh","","","Ground FloorPlot No. 1 & Part of Plot No. 2 ","","","1","Success",""
"0","Jubilant FoodWorks Limited","Domino''s Pizza India","66528_Baramunda Bhubaneswar","66528_Baramunda Bhubaneswar","Orissa","Bhubaneshwar","","","Ground Floor & First Floor PGL City Mart Plot No. 10(Part and 12 (Part)   Thana � New Capital Baramunda Khurda Bhubaneswar","","","1","Success",""
"0","Jubilant FoodWorks Limited","Domino''s Pizza India","66145_SQUARE MALL ZIRAKPUR","66145_SQUARE MALL ZIRAKPUR","Punjab","ZIRAKPUR","","","Ground Floor  Shop No.3 and ATM 2  Paras Down Town Square Mall  Near Zirakpur '-Panchkula Crossing  Zirakpur Chowk Zirakpur  Punjab","","","1","Success",""
"0","Jubilant FoodWorks Limited","Domino''s Pizza India","66340_POOJA APARTMENT KOPER KHAIRANE NAVI MUMBAI","66340_POOJA APARTMENT KOPER KHAIRANE NAVI MUMBAI","Maharashtra","Mumbai","","","Shop Nos. 6 7 8 and 9Ground FloorPooja Apartment Plot No. � 98 Sector � 2 Koper KharaineNavi Mumbai","","","1","Success",""
"0","Jubilant FoodWorks Limited","Domino''s Pizza India","66585_ASJ GRAND PLAZA MUZZAFARNAGAR U. P.","66585_ASJ GRAND PLAZA MUZZAFARNAGAR U. P.","Uttar Pradesh","Muzaffarnagar","","","Mr. Sandeep Jain ASJ Grand Plaza  Bhopa Road MuzaffarnagarUttar Pradesh","","","1","Success",""
"0","Jubilant FoodWorks Limited","Domino''s Pizza India","66202_P & M MALL PATNA","66202_P & M MALL PATNA","Bihar","Patna","","","G'- 5 Ground Floor �THE MARK� 20/A Old Palasia Navneet Tower Road Indore Madhya Pradesh","","","1","Success",""
"0","Jubilant FoodWorks Limited","Domino''s Pizza India","65865_INFOSYS CHENNAI","65865_INFOSYS CHENNAI","Tamilnadu","Chennai","","","INFOSYS TECHNOLOGIES138 OLD MAHABALIPURAM ROADSHOLINGANALLUR","","","1","Success",""
"0","Jubilant FoodWorks Limited","Domino''s Pizza India","66468_KAUSHAMBI METRO STATION UTTAR PRADESH","66468_KAUSHAMBI METRO STATION UTTAR PRADESH","Uttar Pradesh","Ghaziabad","","","Shop No.2 Ground Floor Kaushambi Metro Station Kaushambi Ghaziabad Uttar Pradesh '- 201010","","","1","Success",""
"0","Jubilant FoodWorks Limited","Domino''s Pizza India","66623_Noonmati Guwahati","66623_Noonmati Guwahati","Assam","Guwahati","","","Labanya Medical Mrd Road Noonmati Guwahati Assam","","","1","Success",""
"0","Jubilant FoodWorks Limited","Domino''s Pizza India","66292_ASANSOL SENTRUM","66292_ASANSOL SENTRUM","West Bengal","Asansol","","","Unit No.'-107 & 111 Ground Floor B Block Sentrum Mall Shristinagar Asansol West Bengal","","","1","Success",""
"0","Dunkin'' Donuts India","Domino''s Pizza India","71015_DLF (HUB) GURGAON (HARYANA)","71015_DLF (HUB) GURGAON (HARYANA)","Haryana","Gurgaon","","","Shop No'-K3 A Cyber Hub DLF CYBER CITY Phase 2 Gurgaon","","","1","Success",""
"0","Jubilant FoodWorks Limited","Domino''s Pizza India","66632_GEETA COLONY DELHI","66632_GEETA COLONY DELHI","Delhi","Delhi","","","Property No.10 Ground Floor Shiv Puri Main Patpar Ganj Road Village'- Khureji KhasIllaqa Shahdara Delhi","","","1","Success",""
"0","Jubilant FoodWorks Limited","Domino''s Pizza India","66271_D MALL PASCHIM VIHAR DELHI","66271_D MALL PASCHIM VIHAR DELHI","Delhi","Delhi","","","Shop No. 6 D Mall Paschim Vihar Delhi","","","1","Success",""
"0","Jubilant FoodWorks Limited","Domino''s Pizza India","66638_BHOSARI PUNE","66638_BHOSARI PUNE","Maharashtra","Pune","","","Shop Number 1 Ground Floor Plot No. 292 Sector No. 4 Village Moshi Pune Nashik Highway Bhosari Pune Maharashtra","","","1","Success",""
"0","Jubilant FoodWorks Limited","Domino''s Pizza India","67059_CIRCULAR ROAD DIMAPUR NAGALAND","67059_CIRCULAR ROAD DIMAPUR NAGALAND","Nagaland","NAGALAND","","","Domino�s Pizza Elite Complex 01Bighas'-0Kathas'-11Lessas","","","1","Success",""
"0","Jubilant FoodWorks Limited","Domino''s Pizza India","66962_D.G.College Road Vasai Thane","66962_D.G.College Road Vasai Thane","Maharashtra","Mumbai","","","Ground Floor Emerald Building","","","1","Success",""
"0","Jubilant FoodWorks Limited","Domino''s Pizza India","65929_VERSOVA","65929_VERSOVA","Maharashtra","Mumbai","","","GROUND FLOOR SHOP NOS 3&4MOUNT BUILDING J P ROAD","","","1","Success",""
"0","Jubilant FoodWorks Limited","Domino''s Pizza India","66454_SECTOR'-48 NOIDA Uttar Pradesh","66454_SECTOR'-48 NOIDA Uttar Pradesh","Uttar Pradesh","Noida","","","Shop No. 29 & 30 at Ground Floor Shop No. 31 44 & 45 at First Floor Shopping Planet Plot No. 232A/1 Block'-C Sector'-48 Noida Uttar Pradesh","","","1","Success",""
"0","Jubilant FoodWorks Limited","Domino''s Pizza India","66194_EAST COAST ROAD ECR CHENNAI","66194_EAST COAST ROAD ECR CHENNAI","Tamilnadu","Chennai","","","Ground Floor and First Floor Plot No. 47 (Plot No. 47 A '+ 47B) Old Survey No. 197/1 Patta No. 639 New Survey No. 197/1A3 Injambakkam VillageSt. Thomas Malai Panchayat Tambaram Taluk ECR CHENNAI","","","1","Success",""
"0","Jubilant FoodWorks Limited","Domino''s Pizza India","66313_AURA MALL BHOPAL","66313_AURA MALL BHOPAL","Madhya Pradesh","Bhopal","","","Aura Mall Shop No. '- G'-05G'-06G'-07Ground FloorE/8 Arera ColonyBhopal � Madhya Pradesh","","","1","Success",""
"0","Jubilant FoodWorks Limited","Domino''s Pizza India","65914_HRBR LAYOUT","65914_HRBR LAYOUT","Karnataka","Bangalore","","","NO 5 M '- 403 OPP. CAF� COFFEE DAY EXPRESS2ND BLOCK KALYAN NAGAR","","","1","Success",""
"0","Jubilant FoodWorks Limited","Domino''s Pizza India","66965_SP ROAD GAYA BIHAR","66965_SP ROAD GAYA BIHAR","Bihar","Gaya","","","First Floor RJ Place","","","1","Success",""
"0","Jubilant FoodWorks Limited","Domino''s Pizza India","66211_SOUL SPACE DODDANEKKUNDI BANGALORE","66211_SOUL SPACE DODDANEKKUNDI BANGALORE","Karnataka","Bangalore","","","Shop/Unit No. 1 Ground Floor Soul Space Arena Total Mall Doddanekkundi Outer Ring Road Bangalore","","","1","Success",""
"0","Jubilant FoodWorks Limited","Domino''s Pizza India","66322_HIMALAYA MALL AHMADABAD","66322_HIMALAYA MALL AHMADABAD","Gujrat","Ahmedabad","","","Unit No. 118 Ground FloorHimalaya Mall Drive in Road Memnagar AhmadabadGujrat","","","1","Success",""
"0","Dunkin'' Donuts India","Domino''s Pizza India","71002_GREATER KAILASH � I M'- BLOCK DELHI","71002_GREATER KAILASH � I M'- BLOCK DELHI","Delhi","Delhi","","","Ground Floor First Floor and Second Floor M'-19A Greater Kailash Market G.K'-I New Delhi","","","1","Success",""
"0","Dunkin'' Donuts India","Domino''s Pizza India","71077_SAFAL PEGASUS PRAHLAD NAGAR AHMEDABAD GUJARAT","71077_SAFAL PEGASUS PRAHLAD NAGAR AHMEDABAD GUJARAT","Gujrat","Ahmedabad","","","Shop no. A'-8 Ground floor Tower A","","","1","Success",""
"0","Jubilant FoodWorks Limited","Domino''s Pizza India","66576_HOSHANGABAD ROAD BHOPAL M.P.","66576_HOSHANGABAD ROAD BHOPAL M.P.","Madhya Pradesh","Bhopal","","","Ground Floor Plot no. 11 �C� Sector Scheme'- Vidhya Nagar Bhopal","","","1","Success",""
"0","Dunkin'' Donuts India","Domino''s Pizza India","71001_CONNOUGHT PLACE N '- BLOCK DELHI","71001_CONNOUGHT PLACE N '- BLOCK DELHI","Delhi","Delhi","","","Ground Floor Mezzanine Floor and Basement Block'-N'-6 Connought Circus New Delhi","","","1","Success",""
"0","Jubilant FoodWorks Limited","Domino''s Pizza India","66602_UTTAM NAGAR DELHI","66602_UTTAM NAGAR DELHI","Delhi","Delhi","","","Upper Ground Floor  WZ'-154 Uttam Nagar G'-1 Block Najafgarh Road Opp. Metro Pillar No:680 New Delhi","","","1","Success",""
"0","Jubilant FoodWorks Limited","Domino''s Pizza India","66437_MISSION STREET PONDICHERRY U.T.","66437_MISSION STREET PONDICHERRY U.T.","Puducherry","Puducherry","","","Door No. 56 T.S. No. 120 and 121 Corner property of Anantha Rangapillai Street and Mission Street Puducherry","","","1","Please select a state.",""
"0","Jubilant FoodWorks Limited","Domino''s Pizza India","66052_KANCHANHALLI","66052_KANCHANHALLI","Karnataka","Bangalore","","","Ground Floor Site No. 98 D (P � I) Ideal Homes Co'-operative Building Society Limited Sector'-B Ideal Homes Township Kenchanahalli/ Halagevoderahalli Bangalore South Taluk","","","1","Success",""
"0","Jubilant FoodWorks Limited","Domino''s Pizza India","66758_SHIPRA MALL INDIRAPURAM GHAZIABAD UTTAR PRADESH","66758_SHIPRA MALL INDIRAPURAM GHAZIABAD UTTAR PRADESH","Uttar Pradesh","Ghaziabad","","","Shop No. 18  on Level I Lower Ground Floor Shipra Mall Plot No. 9Vaibhav Khand Indirapuram Ghaziabad U.P.","","","1","Success",""
"0","Jubilant FoodWorks Limited","Domino''s Pizza India","66007_GAFOOR BAGH MALAKPET HYDERABAD","66007_GAFOOR BAGH MALAKPET HYDERABAD","Telangana","Hyderabad","","","Ground Floor 16'-11'-20/7/H/2A Gafoor Bagh Tellaguda  Saleem Nagar  Malakpet  Hyderabad","","","1","Success",""
"0","Jubilant FoodWorks Limited","Domino''s Pizza India","66305_KANKER BAGH PATNA","66305_KANKER BAGH PATNA","Bihar","Patna","","","Ground Floor Plot No. � DS � 22 Jagdevan Plaza Lohiya Nagar Kanker Bagh Main Road Patna","","","1","Success",""
"0","Jubilant FoodWorks Limited","Domino''s Pizza India","66196_OZONE PLAZA DHANBAD","66196_OZONE PLAZA DHANBAD","Jharkhand","Dhanbad","","","Shop No. UG'-09 Upper Ground Floor Ozone Plaza  Bank More Plot No. 437438(part) 439 440(part) 441(part) 442(part) 443 444 445(part) 446(part) 448(part) 451(part) & 452  under Khata no. 90 99 104 & 116  in Mouza Dhanbad (Mouza No. 51) Dhanbad '- Jharkhand","","","1","Success",""
"0","Jubilant FoodWorks Limited","Domino''s Pizza India","66024_ANTOP HILL WADALA","66024_ANTOP HILL WADALA","Maharashtra","Mumbai","","","Ground Floor Shop no. A'-14 & A'-15  A'-2 wing D &E  C.S. No. 85'-93 Salt Pan Division  Kalpak Estate S.M. Road  Antop Hill Wadala","","","1","Success",""
"0","Jubilant FoodWorks Limited","Domino''s Pizza India","66346_KALKAJI NEW DELHI","66346_KALKAJI NEW DELHI","Delhi","Delhi","","","Ground Floor Shop No. 23456 and Rear Hall G'-34AB KalkajiNew Delhi","","","1","Success",""
"0","Jubilant FoodWorks Limited","Domino''s Pizza India","66434_ELANTE MALL CHANDIGARH","66434_ELANTE MALL CHANDIGARH","Chandigarh","Chandigarh","","","Domino�s Store counter  no'-FC'-01 Food Quest '- Food court Third Floor ELANTE CITY CENTRE'- CHANDIGARH Plot No. 178'-178A Industrial & Business Park Phase � I Chandigarh (U.T.)","","","1","Success",""
"0","Jubilant FoodWorks Limited","Domino''s Pizza India","66118_VASAI THANE","66118_VASAI THANE","Maharashtra","Mumbai","","","Ground Floor Shop No.2 Building No.19 Kingston tower Opposite Viva College Plot No.1 to Plot No.22 100 ft. road Taluka Vasai Virar West Thane","","","1","Success",""
"0","Jubilant FoodWorks Limited","Domino''s Pizza India","66715_PANDIT LEELA PALACE DHULE","66715_PANDIT LEELA PALACE DHULE","Maharashtra","DHULE","","","Pandit leela palace Ground Floor Shop No : 4 & 5 Plot No : 3233 & 34  Survey No 21/A'-1 Situated at Deopur Opp Jaihind college Wadibhokar Road Dhule Maharashtra","","","1","Success",""
"0","Jubilant FoodWorks Limited","Domino''s Pizza India","65811_COLABA","65811_COLABA","Maharashtra","Mumbai","","","STRAND COFFEE HOUSESTRAND ROADOPP.STRAND CINEMA","","","1","Success",""
"0","Jubilant FoodWorks Limited","Domino''s Pizza India","66993_Arjun Nagar Hapur U.P.","66993_Arjun Nagar Hapur U.P.","Uttar Pradesh","Hapur","","","Domino�s Pizza Upper Ground Floor","","","1","Success",""
"0","Jubilant FoodWorks Limited","Domino''s Pizza India","66652_KURUMPELIL AVENUE KOLLAM KERALA","66652_KURUMPELIL AVENUE KOLLAM KERALA","Kerala","Kollam","","","Ground floor Kurumpelil Avenue N0.10/1099/488 P Polayathodu Junction Vadakkevila Village Kollam Kerala","","","1","Success",""
"0","Jubilant FoodWorks Limited","Domino''s Pizza India","66028_MASAB TANK","66028_MASAB TANK","Telangana","Hyderabad","","","First Floor Shop No.10'-5'-11/5/A &10'-5'-11/5/B Plot No.10'-5'-11 & 12 Masab Tank Saifabad Hyderabad Andhra Pradesh","","","1","Success",""
"0","Jubilant FoodWorks Limited","Domino''s Pizza India","65852_AGRA 2","65852_AGRA 2","Uttar Pradesh","Agra","","","SHOP NO. 114/23 GDEEP SHIKHA COMPLEXSANJAY TALKIES SANJAY PLACE","","","1","Success",""
"0","Jubilant FoodWorks Limited","Domino''s Pizza India","66226_BOMMASANDRA BANGALORE","66226_BOMMASANDRA BANGALORE","Karnataka","Bangalore","","","Ground Floor No.55  R. S. Tower Bommasandra Near Jade Empire Hotel & Bommasandra Flyover Bangalore","","","1","Success",""
"0","Jubilant FoodWorks Limited","Domino''s Pizza India","66635_ABOHAR FAZILKA PUNJAB","66635_ABOHAR FAZILKA PUNJAB","Punjab","Ludhiana","","","ADA Heights Hanumangarh Road Sunder Nagari Abohar District'- Fazilka","","","1","Success",""
"0","Jubilant FoodWorks Limited","Domino''s Pizza India","66300_SECTOR'-5 PANCHKULA HARYANA","66300_SECTOR'-5 PANCHKULA HARYANA","Haryana","Panchkula","","","Ground Floor Shop No. SCO 121Sector'-5 MDC Urban EstatePanchkula","","","1","Success",""
"0","Jubilant FoodWorks Limited","Domino''s Pizza India","65763_SHANTI NIKETAN","65763_SHANTI NIKETAN","Delhi","Delhi","","","SHOP NO. 6'-7COMMERCIAL SHOPPING COMPLEXSHANTI NIKETAN","","","1","Success",""
"0","Jubilant FoodWorks Limited","Domino''s Pizza India","65941_VASUNDHARA ENCLAVE","65941_VASUNDHARA ENCLAVE","Delhi","Delhi","","","SHOP NO 1 FIRST FLOOR CSC MARKETNEAR CITY APARTMENTS","","","1","Success",""
"0","Jubilant FoodWorks Limited","Domino''s Pizza India","66736_College Road Bhuj","66736_College Road Bhuj","Gujrat","Bhuj","","","Ground floor S. No. 34/2  Plot No. 10 Bhuj'-Mirzapar Road  Near R R Lalan CollegeBhuj'- Kutch Gujarat","","","1","Success",""
